state_u,district_u,lat,lng
ANDHRA PRADESH,MEDAK,18.021243666666667,78.2679733076923
ANDHRA PRADESH,NALGONDA,17.05582576923077,79.24592567948719
ANDHRA PRADESH,NELLORE,14.430401714285713,79.97463983333334
ANDHRA PRADESH,NIZAMABAD,18.68366987341772,78.08837216455696
ANDHRA PRADESH,PRAKASHAM,15.362883166666666,79.61402495238096
ANDHRA PRADESH,RAJAHMUNDRY,15.879178300000001,79.7492646
ANDHRA PRADESH,RANGA REDDY,17.36352235443038,78.4258356835443
ANDHRA PRADESH,SECUNDERABAD RLY.,15.9749292,79.71028776666667
ANDHRA PRADESH,SRIKAKULAM,18.28081554761905,83.87374666666668
ANDHRA PRADESH,TIRUPATHI URBAN,15.950128666666668,79.7886407
ANDHRA PRADESH,TOTAL,15.999445131578948,79.76316021052631
ANDHRA PRADESH,TOTAL DISTRICT(S),15.954089166666668,80.01535883333334
ANDHRA PRADESH,VIJAYAWADA,16.526043666666666,80.6516338
ANDHRA PRADESH,VIJAYAWADA CITY,16.488293407407408,80.64625864814815
ANDHRA PRADESH,VIJAYAWADA RAILWAY,16.4265856,80.58647140000001
ANDHRA PRADESH,VIJAYAWADA RLY.,16.526654333333333,80.57925580555555
ANDHRA PRADESH,VISAKHA RURAL,15.906714265060241,79.72612266265061
ANDHRA PRADESH,VISAKHAPATNAM,17.675702626506023,83.22889014457832
ANDHRA PRADESH,VIZIANAGARAM,18.120753172839507,83.3985447037037
ANDHRA PRADESH,WARANGAL,17.97555868918919,79.57825017567568
ANDHRA PRADESH,WARANGAL URBAN,18.010399208333332,79.602943375
ANDHRA PRADESH,WEST GODAVARI,15.84547044047619,79.72514236904762
ANDHRA PRADESH,ZZ TOTAL,15.764869,79.77812466666667
ARUNACHAL PRADESH,ANJAW,20.301734,78.674534
ARUNACHAL PRADESH,CHANGLANG,20.54747904,79.02905546
ARUNACHAL PRADESH,DIBANG VALLEY,20.554191023255814,78.88320937209302
ARUNACHAL PRADESH,K/KUMEY,20.74967380952381,78.98806595238095
ARUNACHAL PRADESH,KAMENG EAST,20.486247564102566,78.99183828205128
ARUNACHAL PRADESH,KAMENG WEST,20.438659965517243,78.94818234482759
ARUNACHAL PRADESH,KURUNG KUMEY,20.3545825,79.440304
ARUNACHAL PRADESH,LOHIT,20.4798809375,78.8966196875
ARUNACHAL PRADESH,LONGDING,20.502641166666667,78.8052505
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,21.0973505,78.825181
ARUNACHAL PRADESH,PAPUM PARE,20.60148040350877,79.02271871929824
ARUNACHAL PRADESH,PAPUM PARE CITY,20.6158694,78.9595614
ARUNACHAL PRADESH,PAPUM PARE RURAL,21.1315205,78.3739285
ARUNACHAL PRADESH,RURAL,20.7120056,78.62194326666666
ARUNACHAL PRADESH,SIANG EAST,20.564428074074073,78.96998848148148
ARUNACHAL PRADESH,SIANG UPPER,20.525559529411765,78.79021258823529
ARUNACHAL PRADESH,SIANG WEST,20.582805728813558,78.98387986440679
ARUNACHAL PRADESH,SUBANSIRI LOWER,20.552442764705884,78.97297864705882
ARUNACHAL PRADESH,SUBANSIRI UPPER,20.434672375,78.9306763125
ARUNACHAL PRADESH,TAWANG,20.605394038461537,78.94956757692307
ARUNACHAL PRADESH,TIRAP,20.65346685714286,78.89066485714287
ARUNACHAL PRADESH,TOTAL,20.744014879310345,78.90654989655174
ARUNACHAL PRADESH,TOTAL DISTRICT(S),21.020556333333335,78.9347755
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,20.204098666666667,79.22891166666666
ARUNACHAL PRADESH,ZZ TOTAL,20.5325316,78.6798522
ASSAM,BAKSA,26.088178133333333,92.89001246666666
ASSAM,BARPETA,26.18293942253521,92.97846126760564
ASSAM,BASKA,26.21599394117647,92.89729602941176
ASSAM,BONGAIGAON,26.232033347826086,93.01201584057972
ASSAM,C.I.D.,26.123394750000003,92.77842375
ASSAM,CACHAR,26.131458098591548,92.96417590140845
ASSAM,CHIRANG,26.175826826086958,92.8685217173913
ASSAM,DARRANG,26.194563356164384,92.97936539726028
ASSAM,DHEMAJI,26.2406902,92.94463387692308
ASSAM,DHUBRI,26.19563987012987,92.96060154545455
ASSAM,DIBRUGARH,27.496232261538463,94.91716655384616
ASSAM,DIMA HASAO,26.139024666666668,92.929657
ASSAM,G.R.P.,26.257525249999997,92.96036117857143
ASSAM,GOALPARA,26.18968686111111,92.92933456944445
ASSAM,GOLAGHAT,26.277295129032257,92.98903330645162
ASSAM,GUWAHATI CITY,26.132410928571428,91.72300157142857
ASSAM,HAILAKANDI,26.119047479452053,92.91907513698631
ASSAM,HAMREN,26.224371666666666,92.823173
ASSAM,JORHAT,26.746930499999998,94.18443153225807
ASSAM,KAMRUP,26.210394166666667,92.92354622727272
ASSAM,KARBI ANGLONG,26.177538174603175,92.91665742857144
ASSAM,KARIMGANJ,26.258278591549296,92.86605212676056
ASSAM,KOKRAJHAR,26.194146138888886,92.92885916666665
ASSAM,LAKHIMPUR,26.274505587301586,92.9052139047619
ASSAM,MORIGAON,26.176007214285715,92.91389764285715
ASSAM,N.C.HILLS,26.225573920000002,92.89034914
ASSAM,NAGAON,26.191607085365852,92.93929984146342
ASSAM,NALBARI,26.13310512307692,92.96686318461539
ASSAM,R.P.O.,26.324388884615384,92.94222653846154
ASSAM,SIBSAGAR,23.86561986153846,78.74902450769231
ASSAM,SONITPUR,26.150964873239435,92.86717769014084
ASSAM,TINSUKIA,26.222328811594203,92.96981523188406
ASSAM,TOTAL,26.15669622368421,92.89314114473684
ASSAM,TOTAL DISTRICT(S),26.181974571428572,93.10948942857144
ASSAM,UDALGURI,26.164292,93.04416595833334
ASSAM,ZZ TOTAL,26.295464857142857,93.00331914285714
BIHAR,ARARIA,25.11177625675676,85.32630236486487
BIHAR,ARWAL,25.107021703703705,85.29934944444443
BIHAR,AURANGABAD,19.866735362318842,75.36144878260869
BIHAR,BAGAHA,25.13162182089552,85.37881904477612
BIHAR,BANKA,25.099906408450703,85.29325257746478
BIHAR,BEGUSARAI,25.12276932394366,85.38606856338028
BIHAR,BETTIAH,25.081569347826086,85.26552589855072
BIHAR,BHABHUA,25.128087257575757,85.30208066666667
BIHAR,BHAGALPUR,25.24538302739726,86.96997479452054
BIHAR,BHOJPUR,25.10642714084507,85.32768657746479
BIHAR,BUXAR,25.094943042253522,85.38476602816901
BIHAR,DARBHANGA,26.177143527027027,85.89101383783785
BIHAR,GAYA,24.789203088235293,85.01749575
BIHAR,GOPALGANJ,25.059972735294117,85.31377936764706
BIHAR,JAMALPUR RAILWAY,24.6600735,85.111231
BIHAR,JAMALPUR RLY.,25.09080556,85.23248923999999
BIHAR,JAMUI,25.119850760563377,85.24080445070422
BIHAR,JEHANABAD,25.136675578125,85.236233921875
BIHAR,KATIHAR,25.110473438356163,85.29210935616439
BIHAR,KATIHAR RAILWAY,24.891038,85.377748
BIHAR,KATIHAR RLY.,25.158302840909087,85.331486
BIHAR,KHAGARIA,25.076589940298508,85.31785065671642
BIHAR,KISHANGANJ,25.074732461538463,85.33170947692308
BIHAR,LAKHISARAI,29.162664943661973,75.72155450704226
BIHAR,MADHEPURA,25.0661651,85.32335564285715
BIHAR,MADHUBANI,25.13713048529412,85.28705376470589
BIHAR,MOTIHARI,25.04683361111111,85.27859612499999
BIHAR,MUNGER,25.09410009375,85.29190928125
BIHAR,MUZAFFARPUR,26.103350026315788,85.36378855263158
BIHAR,MUZAFFARPUR RAILWAY,26.1450015,85.36201375
BIHAR,MUZAFFARPUR RLY.,26.148873315789473,85.36051781578948
BIHAR,NALANDA,25.14588177922078,85.43280242857142
BIHAR,NAUGACHIA,25.051917636363637,85.28719653030304
BIHAR,NAWADAH,25.11005845,85.3021555875
BIHAR,PATNA,25.597249911392407,85.1497002278481
BIHAR,PATNA RAILWAY,25.657372,85.16506175
BIHAR,PATNA RLY.,25.600007901960783,85.12581752941176
BIHAR,PURNEA,25.10397078947368,85.2711034736842
BIHAR,ROHTAS,24.906482535211268,84.0334326056338
BIHAR,SAHARSA,25.143519485714286,85.35796372857143
BIHAR,SAMASTIPUR,25.12766436144578,85.37524760240963
BIHAR,SARAN,25.926111885714285,84.74673051428572
BIHAR,SHEIKHPURA,25.01611650819672,85.33621503278688
BIHAR,SHEOHAR,25.115751420289854,85.37725726086957
BIHAR,SITAMARHI,25.004210616438357,85.28404105479451
BIHAR,SIWAN,25.183458144736843,85.27962390789473
BIHAR,SUPAUL,25.064384835820896,85.34121637313433
BIHAR,TOTAL,25.066495095238093,85.26656
BIHAR,TOTAL DISTRICT(S),25.32810542857143,85.10410257142858
BIHAR,VAISHALI,25.078745464788735,85.30209666197183
BIHAR,ZZ TOTAL,25.012079142857143,85.49146185714287
CHANDIGARH,CHANDIGARH,20.633070976190474,79.0752406547619
CHANDIGARH,TOTAL,20.52567134722222,79.03156923611111
CHANDIGARH,TOTAL DISTRICT(S),20.344854,79.34959016666666
CHANDIGARH,ZZ TOTAL,20.508907,78.80504233333333
CHHATTISGARH,BALOD,21.257675444444445,81.85003283333333
CHHATTISGARH,BALODA BAZAR,21.26208318181818,81.92546800000001
CHHATTISGARH,BALODBAZAR,21.320564,81.8898075
CHHATTISGARH,BALRAMPUR,21.265094188405797,81.87869644927535
CHHATTISGARH,BEMETARA,21.123368250000002,81.85076383333333
CHHATTISGARH,BEMETRA,21.300327,81.847168
CHHATTISGARH,BILASPUR,22.063033892857142,82.11903904761905
CHHATTISGARH,BIZAPUR,21.285064244897956,81.78466851020409
CHHATTISGARH,DANTEWARA,21.22545519117647,81.83662791176471
CHHATTISGARH,DHAMTARI,21.291331075,81.894476975
CHHATTISGARH,DURG,21.169474247058822,81.27774615294118
CHHATTISGARH,G. R. P. RAIPUR,21.17625275,81.70811950000001
CHHATTISGARH,GARIYABAND,21.254838826086957,81.88265065217391
CHHATTISGARH,GRP RAIPUR,21.228713520833335,81.6354813125
CHHATTISGARH,JAGDALPUR,21.31927847297297,81.82247358108108
CHHATTISGARH,JANJGIR,21.298026023809523,81.87057370238095
CHHATTISGARH,JASHPUR,21.27470135064935,81.84805053246752
CHHATTISGARH,KABIRDHAM,21.294716219178085,81.88731602739726
CHHATTISGARH,KANKER,21.33182241772152,81.85456437974683
CHHATTISGARH,KAWARDHA,21.0388958,81.87138580000001
CHHATTISGARH,KONDAGAON,21.21774707692308,81.93596707692308
CHHATTISGARH,KORBA,22.35680776190476,82.76424629761905
CHHATTISGARH,KORIYA,21.2805748375,81.8574533375
CHHATTISGARH,MAHASAMUND,21.305675891566263,81.79660580722891
CHHATTISGARH,MUNGALI,21.296380666666668,82.02470166666667
CHHATTISGARH,MUNGELI,21.219939916666664,81.71899091666667
CHHATTISGARH,NARAYANPUR,21.324906111111112,81.90385458333333
CHHATTISGARH,RAIGARH,21.27563467857143,81.92188321428571
CHHATTISGARH,RAIPUR,21.26819848235294,81.60465315294118
CHHATTISGARH,RAJNANDGAON,21.281254399999998,81.8402474235294
CHHATTISGARH,SARGUJA,21.28649096103896,81.83856227272727
CHHATTISGARH,SUKMA,21.199952857142858,81.88549857142857
CHHATTISGARH,SURAJPUR,21.275981847457626,81.81908891525423
CHHATTISGARH,TOTAL,21.270508053333334,81.90237004
CHHATTISGARH,TOTAL DISTRICT(S),21.315562833333335,81.97296666666666
CHHATTISGARH,ZZ TOTAL,21.206348285714284,81.79255685714286
D & N HAVELI,D AND N HAVELI,20.55076544,78.77706536
D & N HAVELI,TOTAL,20.41811218,79.07891874
D&N HAVELI,D&N HAVELI,20.7487348,78.8797611
D&N HAVELI,TOTAL DISTRICT(S),20.5977258,78.355667
D&N HAVELI,ZZ TOTAL,20.296485,78.4862946
DAMAN & DIU,DAMAN,20.72863746511628,78.99808004651163
DAMAN & DIU,DIU,20.620925,78.99007855555556
DAMAN & DIU,TOTAL,20.62285273170732,79.01393426829269
DAMAN & DIU,TOTAL DISTRICT(S),20.69055475,78.87952824999999
DAMAN & DIU,ZZ TOTAL,20.42506525,79.59141075
DELHI,CAW,28.437256333333334,77.41778144444444
DELHI,CENTRAL,28.652070383561643,77.22555960273972
DELHI,CRIME BRANCH,28.573241,77.32078325
DELHI,DELHI UT TOTAL,28.60283906849315,77.21904012328767
DELHI,EAST,17.365670819444446,81.9195145
DELHI,EOW,28.667122000000003,77.48626300000001
DELHI,G.R.P.(RLY),28.66264082352941,77.24603558823529
DELHI,GRP(RLY),28.585852464285715,77.26648049999999
DELHI,I.G.I. AIRPORT,28.485530666666666,77.17224091666667
DELHI,IGI AIRPORT,28.613825266666666,77.19477393333334
DELHI,NEW DELHI,28.594177651515153,77.22665060606062
DELHI,NORTH,28.706874000000003,77.10391419444444
DELHI,NORTH EAST,28.718253083333334,77.1505435
DELHI,NORTH WEST,28.692579249999998,77.18526345833334
DELHI,NORTH-EAST,28.601968395833335,77.21379702083333
DELHI,NORTH-WEST,28.733542276595742,77.1995250212766
DELHI,OUTER,28.600967333333333,77.27928383333334
DELHI,S.T.F.,28.732661,76.7628535
DELHI,SOUTH,28.509734416666667,77.18327570833334
DELHI,SOUTH WEST,28.543752041666664,77.20687595833333
DELHI,SOUTH-EAST,28.614833400000002,77.2681008
DELHI,SOUTH-WEST,28.587454249999997,77.23006135416666
DELHI,WEST,28.65309738888889,77.06070741666666
DELHI UT,CAW,20.515638000000003,79.01797350000001
DELHI UT,CENTRAL,28.558111083333333,77.23761691666667
DELHI UT,CRIME BRANCH,20.716083750000003,79.15543025
DELHI UT,EAST,17.4653475,81.96212558333333
DELHI UT,EOW,20.124569,79.568696
DELHI UT,GRP(RLY),20.4544095,78.75683575
DELHI UT,IGI AIRPORT,20.2122494,78.7402112
DELHI UT,METRO,20.65020375,79.112187
DELHI UT,METRO RAIL,20.3289436,78.37435239999999
DELHI UT,NEW DELHI,28.594518500000003,77.19846725000001
DELHI UT,NORTH,28.741663333333335,77.08429883333334
DELHI UT,NORTH-EAST,20.6568365,79.0506985
DELHI UT,NORTH-WEST,20.711182583333333,78.96531391666666
DELHI UT,OUTER,20.544386666666664,78.91578025
DELHI UT,RAILWAY,20.72797475,78.914249
DELHI UT,SOUTH,28.5369905,77.19174566666668
DELHI UT,SOUTH-EAST,20.683903083333334,78.758709
DELHI UT,SOUTH-WEST,20.4560085,78.89498191666667
DELHI UT,SPUWAC,20.187735,79.801863
DELHI UT,TOTAL DISTRICT(S),20.486649333333332,78.52319283333334
DELHI UT,WEST,28.596049750000002,77.10888341666667
DELHI UT,ZZ TOTAL,20.404601166666666,78.77011516666666
GOA,C. I. D.,20.756246333333333,78.98000066666667
GOA,NORTH GOA,20.63527458974359,78.88994625641025
GOA,SOUTH GOA,20.540862360000002,78.94352685333334
GOA,TOTAL,20.629378657142855,79.02049427142857
GOA,TOTAL DISTRICT(S),20.343863,79.012847
GOA,ZZ TOTAL,20.7480902,79.2753852
GUJARAT,AHMEDABAD CITY,23.01222316666667,72.56554616666666
GUJARAT,AHMEDABAD COMMR.,23.027661564102566,72.58478611538462
GUJARAT,AHMEDABAD RURAL,23.02429504761905,72.55652650793651
GUJARAT,AHWA-DANG,22.351736113636363,71.24845129545454
GUJARAT,AMRELI,22.283483958333335,71.137207
GUJARAT,ANAND,22.564551971830987,72.9061833943662
GUJARAT,ARVALLI,22.3114492,71.25132640000001
GUJARAT,BANASKANTHA,22.506766199999998,71.1186284
GUJARAT,BHARUCH,22.28913865079365,71.17483934920635
GUJARAT,BHAVNAGAR,21.76848981818182,72.14327210389611
GUJARAT,BOTAD,22.202673,71.077436
GUJARAT,CHHOTAUDEPUR,22.4211805,70.9418615
GUJARAT,CID CRIME,21.990947333333335,71.04511133333334
GUJARAT,DAHOD,22.207284327272728,71.19953534545455
GUJARAT,DANG,22.428886833333333,71.222475
GUJARAT,DEVBHUMI DWARKA,22.3118245,71.27010200000001
GUJARAT,GANDHINAGAR,23.22912096103896,72.63586014285714
GUJARAT,GIR SOMNATH,22.068575166666665,71.26965116666666
GUJARAT,HIMATNAGAR,22.264557,71.23412576666666
GUJARAT,JAMNAGAR,22.488321202702704,70.04860640540541
GUJARAT,JUNAGADH,22.17998302469136,71.18071880246913
GUJARAT,KACHCHH EAST(G),22.025302599999996,71.3027858
GUJARAT,KACHCHH WEST(B),22.463762,71.0864484
GUJARAT,KHEDA,22.138810499999998,71.363452
GUJARAT,KHEDA NORTH,22.306490018867926,71.20661732075472
GUJARAT,KUTCH,22.249697290909094,71.23476916363636
GUJARAT,KUTCH (EAST(G)),22.235666466666665,71.19877419999999
GUJARAT,KUTCH (WEST-BHUJ),22.21842433333333,71.11048783333334
GUJARAT,MAHISAGAR,23.90027675,78.78744975000001
GUJARAT,MEHSANA,22.230248,71.16460626086956
GUJARAT,MORBI,22.24235,70.91944683333334
GUJARAT,NARMADA,22.401626762711867,71.20765181355932
GUJARAT,NAVSARI,22.30369570967742,71.2222456451613
GUJARAT,PALANPUR,22.287345411764704,71.23855407352941
GUJARAT,PANCHMAHAL,22.29350475,71.16375478125
GUJARAT,PATAN,22.304418590163934,71.12668562295082
GUJARAT,PORBANDAR,22.219572641791043,71.23871110447762
GUJARAT,RAJKOT CITY,22.245954,70.8231
GUJARAT,RAJKOT COMMR.,22.31917052702703,70.8088730945946
GUJARAT,RAJKOT RURAL,22.291940166666667,70.78858948809524
GUJARAT,SABARKANTHA,22.4597692,71.0838962
GUJARAT,SURAT CITY,21.243317,72.82611779999999
GUJARAT,SURAT COMMR.,21.178759066666668,72.83147546666667
GUJARAT,SURAT RURAL,21.155247609375,72.81173715625
GUJARAT,SURENDRANAGAR,22.21306675,71.16051493055555
GUJARAT,TAPI,22.26106132142857,71.23266910714285
GUJARAT,TOTAL,22.228653416666667,71.18864277777777
GUJARAT,TOTAL DISTRICT(S),22.264628666666667,71.35813116666667
GUJARAT,VADODARA CITY,22.37143,73.18382216666667
GUJARAT,VADODARA COMMR.,22.2848219375,73.18744690625
GUJARAT,VADODARA RURAL,22.28149251724138,73.1612258448276
GUJARAT,VALSAD,22.241821701754386,71.28541484210527
GUJARAT,W.RLY,22.328961488372094,71.17952139534883
GUJARAT,W.RLY AHMEDABAD,23.001073636363635,72.530017
GUJARAT,W.RLY VADODARA,22.32571218181818,73.1542409090909
GUJARAT,ZZ TOTAL,22.113221,71.06178283333334
HARYANA,AMBALA,30.399860921875,76.82448221875
HARYANA,AMBALA (RURAL),30.367038,76.7752128
HARYANA,AMBALA (URBAN),30.449064000000003,76.81892266666667
HARYANA,AMBALA RURAL,30.338598545454545,76.78114099999999
HARYANA,AMBALA URBAN,30.4079665,76.80302441666667
HARYANA,BHIWANI,29.104569625,76.0580883875
HARYANA,FARIDABAD,28.407877156626505,77.31671601204819
HARYANA,FATEHABAD,29.06370630120482,76.08741780722892
HARYANA,G. R. P.,29.249470600000002,76.0217212
HARYANA,GRP,29.032085360655735,76.0398968032787
HARYANA,GURGAON,28.452053083333332,77.02804508333332
HARYANA,HISSAR,29.028110950617286,76.09463269135803
HARYANA,JHAJJAR,29.044561273809524,76.08021763095238
HARYANA,JIND,29.07560524390244,76.10949748780487
HARYANA,KAITHAL,28.983798774647887,76.08505123943662
HARYANA,KARNAL,29.06396859259259,76.05022922222223
HARYANA,KURUKSHETRA,29.044327488095238,76.15397585714285
HARYANA,MAHENDERGARH,29.33288966666667,76.08770983333334
HARYANA,MAHENDRAGARH,29.086659136363636,76.04043101515151
HARYANA,MEWAT,28.992315833333333,76.11560060000001
HARYANA,PALWAL,29.076488104166668,76.07447258333333
HARYANA,PANCHKULA,29.080140935897436,76.09597812820513
HARYANA,PANIPAT,29.384901493975907,76.95086713253012
HARYANA,REWARI,24.55434588607595,81.30479064556962
HARYANA,ROHTAK,28.880172493975905,76.59279289156626
HARYANA,SIRSA,29.062002986486487,76.02782102702703
HARYANA,SONIPAT,29.020919083333336,76.0477720952381
HARYANA,TOTAL,29.070412249999997,76.14636631944444
HARYANA,TOTAL DISTRICT(S),29.052673499999997,75.95861566666666
HARYANA,YAMUNANAGAR,29.038087779220778,76.07396723376624
HARYANA,ZZ TOTAL,29.228285571428568,75.9800352857143
HIMACHAL PRADESH,BADDI,20.761658999999998,78.7530158
HIMACHAL PRADESH,BADDIPOLICEDIST,20.591559652173913,79.03872582608696
HIMACHAL PRADESH,BILASPUR,22.090362385714286,82.1143541
HIMACHAL PRADESH,C. I. D.,20.374974,79.054158
HIMACHAL PRADESH,CHAMBA,20.545864728571427,79.03080027142857
HIMACHAL PRADESH,CID,20.536305,80.023567
HIMACHAL PRADESH,G.R.P.,19.6691,79.915345
HIMACHAL PRADESH,HAMIRPUR,20.587054291666664,78.80169038888889
HIMACHAL PRADESH,KANGRA,32.11723295890411,76.29193735616438
HIMACHAL PRADESH,KINNAUR,20.538864852459017,78.93306836065574
HIMACHAL PRADESH,KULLU,20.652557430769228,78.99903827692307
HIMACHAL PRADESH,LAHAUL & SPITI,19.939444,79.188831
HIMACHAL PRADESH,LAHAUL-SPITI,20.60279796153846,78.87086684615385
HIMACHAL PRADESH,MANDI,31.700605743243244,76.92459031081081
HIMACHAL PRADESH,SHIMLA,31.09272692857143,77.16944241428571
HIMACHAL PRADESH,SIRMAUR,20.512908214285716,78.90856939999999
HIMACHAL PRADESH,SOLAN,30.886444171428575,77.09102565714286
HIMACHAL PRADESH,TOTAL,20.59332225,78.89598322222223
HIMACHAL PRADESH,TOTAL DISTRICT(S),20.3448305,79.02744266666666
HIMACHAL PRADESH,UNA,20.652550728571427,79.00060915714286
HIMACHAL PRADESH,ZZ TOTAL,20.2901656,79.20037540000001
JAMMU & KASHMIR,ANANTNAG,20.541919161290323,78.88671880645161
JAMMU & KASHMIR,AWANTIPORA,20.608586966101697,79.07631859322034
JAMMU & KASHMIR,BANDIPORA,20.673114548387094,78.99860367741935
JAMMU & KASHMIR,BARAMULLA,20.62459287878788,79.06129757575758
JAMMU & KASHMIR,BORDER,20.532257782608696,79.0130553478261
JAMMU & KASHMIR,BORDER DISTRICT,20.773716583333336,79.05376791666667
JAMMU & KASHMIR,BUDGAM,20.62711292063492,78.87737214285714
JAMMU & KASHMIR,CRIME SRINAGAR,21.09432,78.419498
JAMMU & KASHMIR,DODA,22.292853927536232,73.20289614492754
JAMMU & KASHMIR,GANDERBAL,20.557484838709676,78.95843867741937
JAMMU & KASHMIR,HANDWARA,20.672167566666666,79.01331311666667
JAMMU & KASHMIR,JAMMU,20.46570092857143,78.98351714285714
JAMMU & KASHMIR,KARGIL,20.650173264705884,79.12590285294118
JAMMU & KASHMIR,KATHUA,20.5795426375,78.98606008750001
JAMMU & KASHMIR,KISHTWAR,20.547600939393938,78.79392875757576
JAMMU & KASHMIR,KULGAM,20.623979806451615,78.80238508064517
JAMMU & KASHMIR,KUPWARA,20.507458276923078,78.95910612307692
JAMMU & KASHMIR,LEH,20.54204553488372,79.03924776744185
JAMMU & KASHMIR,POONCH,20.542100205882353,78.97699427941177
JAMMU & KASHMIR,PULWAMA,20.57138562903226,79.01325985483872
JAMMU & KASHMIR,RAILWAYS,20.782837444444443,79.06750433333333
JAMMU & KASHMIR,RAILWAYS JAMMU,20.408707500000002,78.8953415
JAMMU & KASHMIR,RAILWAYS KASHMIR,20.58276675,79.06676475
JAMMU & KASHMIR,RAILWAYS KATRA,20.506018,78.73774
JAMMU & KASHMIR,RAILWAYS KMR,19.779857,79.026628
JAMMU & KASHMIR,RAJOURI,20.62205612345679,78.95127628395062
JAMMU & KASHMIR,RAMBAN,20.54811571186441,79.01196745762712
JAMMU & KASHMIR,REASI,20.704868863636364,78.92762278787879
JAMMU & KASHMIR,SAMBA,21.505195666666665,83.98542076923077
JAMMU & KASHMIR,SHOPIAN,20.608460451612903,79.10536170967741
JAMMU & KASHMIR,SOPORE,20.707224875,79.09163854166667
JAMMU & KASHMIR,SRINAGAR,20.653338885714284,78.8910274
JAMMU & KASHMIR,TOTAL,20.47658140277778,79.01300863888889
JAMMU & KASHMIR,TOTAL DISTRICT(S),20.53632,78.9368995
JAMMU & KASHMIR,UDHAMPUR,20.63895197260274,78.9659519589041
JAMMU & KASHMIR,ZZ TOTAL,20.551732333333334,78.57149216666666
JHARKHAND,BOKARO,23.68296564285714,86.1518025142857
JHARKHAND,CHAIBASA,23.666353140625,85.263606390625
JHARKHAND,CHATRA,23.61761416666667,85.26589257575756
JHARKHAND,DEOGHAR,23.62535735897436,85.28683592307692
JHARKHAND,DHANBAD,23.787813303797467,86.41827807594936
JHARKHAND,DHANBAD RAILWAY,23.79985333333333,86.44052266666667
JHARKHAND,DHANBAD RLY.,23.785959775000002,86.43512425
JHARKHAND,DUMKA,23.64110734722222,85.28370133333334
JHARKHAND,GARHWA,23.609810579710143,85.19366191304348
JHARKHAND,GIRIDIH,23.59017798630137,85.30887517808219
JHARKHAND,GODDA,23.565184775862072,85.25230670689655
JHARKHAND,GUMLA,23.61542007246377,85.22904942028985
JHARKHAND,HAZARIBAGH,23.581862457142858,85.22940382857142
JHARKHAND,JAMSHEDPUR,22.800331848101266,86.20023591139241
JHARKHAND,JAMSHEDPUR RAILWAY,22.838320500000002,86.3294935
JHARKHAND,JAMSHEDPUR RLY.,22.80994014285714,86.2033558
JHARKHAND,JAMTARA,23.618700514285717,85.30803781428571
JHARKHAND,KHUNTI,23.628894000000003,85.30291305128205
JHARKHAND,KODERMA,23.606372500000003,85.23343238571428
JHARKHAND,LATEHAR,23.654909246153846,85.32057663076924
JHARKHAND,LOHARDAGGA,23.62478835483871,85.25267979032257
JHARKHAND,PAKUR,23.588903313432834,85.27320646268657
JHARKHAND,PALAMU,23.63762245945946,85.23538193243243
JHARKHAND,RAMGARH,23.606057644444444,85.31857888888888
JHARKHAND,RANCHI,23.355803402439022,85.30584025609755
JHARKHAND,SAHEBGANJ,23.668868216216215,85.29927002702702
