latitude,longitude,district,state,crimeType,severity,year,timeOfDay,caseCount,source
21.339016,78.790961,Siang West,Arunachal Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
21.028787,79.396076,Subansiri Lower,Arunachal Pradesh,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
21.456756,78.626052,Tawang,Arunachal Pradesh,INSULT_TO_MODESTY,MEDIUM,2001,EVENING,1,synthetic
20.42106,79.732592,Total,Arunachal Pradesh,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
20.38912,79.878419,Total,Arunachal Pradesh,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
20.329091,79.849277,Total,Arunachal Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
26.18316,93.10477,Bongaigaon,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
26.023203,92.935172,Cachar,Assam,RAPE,HIGH,2001,EVENING,1,synthetic
26.415627,92.63979,Dhubri,Assam,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
26.623051,92.650784,Dhubri,Assam,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
26.066694,92.724771,G.R.P.,Assam,RAPE,HIGH,2001,MORNING,1,synthetic
26.55117,92.870656,Goalpara,Assam,RAPE,HIGH,2001,NIGHT,1,synthetic
26.13885,92.860449,Golaghat,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2001,MORNING,1,synthetic
25.880397,93.091422,Hailakandi,Assam,RAPE,HIGH,2001,EVENING,1,synthetic
26.296057,92.654408,Jorhat,Assam,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
26.349198,93.143612,Kamrup,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
26.053977,93.182806,Kokrajhar,Assam,RAPE,HIGH,2001,MORNING,1,synthetic
26.167887,93.113086,Kokrajhar,Assam,ASSAULT_ON_WOMEN,MEDIUM,2001,NIGHT,1,synthetic
26.007749,93.145146,Morigaon,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
26.272831,93.079053,Sonitpur,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
26.284143,92.64352,Tinsukia,Assam,ASSAULT_ON_WOMEN,MEDIUM,2001,NIGHT,1,synthetic
26.226561,92.539864,Tinsukia,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2001,AFTERNOON,1,synthetic
26.516436,93.199416,Total,Assam,INSULT_TO_MODESTY,MEDIUM,2001,MORNING,1,synthetic
26.537399,93.215146,Total,Assam,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
25.010544,85.356546,Araria,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
24.928258,85.241463,Araria,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,MORNING,1,synthetic
24.894574,85.165224,Araria,Bihar,DOWRY_DEATH,HIGH,2001,EVENING,1,synthetic
25.055131,85.352348,Arwal,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2001,MORNING,1,synthetic
19.889689,75.318202,Aurangabad,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,AFTERNOON,1,synthetic
19.9407,75.335008,Aurangabad,Bihar,INSULT_TO_MODESTY,MEDIUM,2001,EVENING,1,synthetic
19.889492,75.354827,Aurangabad,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2001,MORNING,1,synthetic
25.383328,85.670885,Banka,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
25.219464,85.762663,Banka,Bihar,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
25.014553,85.173002,Begusarai,Bihar,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
24.875795,85.117779,Bhabhua,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
25.202333,86.905577,Bhagalpur,Bihar,DOWRY_DEATH,HIGH,2001,EVENING,1,synthetic
25.12546,85.186056,Bhojpur,Bihar,INSULT_TO_MODESTY,MEDIUM,2001,EVENING,1,synthetic
25.108307,85.229964,Bhojpur,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
26.161058,85.844911,Darbhanga,Bihar,DOWRY_DEATH,HIGH,2001,AFTERNOON,1,synthetic
25.436118,85.281235,Gopalganj,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
25.279849,85.274223,Gopalganj,Bihar,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
24.829413,85.652817,Jamalpur Rly.,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
24.712529,85.500569,Jamui,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
24.780649,85.694494,Jamui,Bihar,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
24.95954,85.48326,Jamui,Bihar,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
24.939477,85.353171,Jehanabad,Bihar,RAPE,HIGH,2001,NIGHT,1,synthetic
25.016327,85.204323,Katihar,Bihar,RAPE,HIGH,2001,EVENING,1,synthetic
25.107001,85.118511,Katihar,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
25.144946,85.168195,Khagaria,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
25.165445,85.225729,Khagaria,Bihar,DOWRY_DEATH,HIGH,2001,AFTERNOON,1,synthetic
25.050404,85.316088,Kishanganj,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
29.1765,75.620101,Lakhisarai,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2001,MORNING,1,synthetic
29.146519,75.783085,Lakhisarai,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
24.781959,85.470506,Madhubani,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
24.793569,85.539763,Motihari,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2001,AFTERNOON,1,synthetic
26.17157,85.425005,Muzaffarpur,Bihar,RAPE,HIGH,2001,NIGHT,1,synthetic
26.027946,85.41525,Muzaffarpur Rly.,Bihar,RAPE,HIGH,2001,EVENING,1,synthetic
25.21325,85.418418,Nalanda,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
25.153199,85.450306,Nalanda,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2001,NIGHT,1,synthetic
25.120566,85.421108,Nalanda,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2001,AFTERNOON,1,synthetic
24.985393,85.694992,Nawadah,Bihar,RAPE,HIGH,2001,NIGHT,1,synthetic
25.556072,85.119346,Patna Rly.,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
25.293303,85.458232,Purnea,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
24.902071,84.022889,Rohtas,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,AFTERNOON,1,synthetic
24.80508,84.929763,Saharsa,Bihar,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
24.916369,84.997261,Samastipur,Bihar,RAPE,HIGH,2001,NIGHT,1,synthetic
24.961409,84.842624,Samastipur,Bihar,INSULT_TO_MODESTY,MEDIUM,2001,MORNING,1,synthetic
26.016458,84.706237,Saran,Bihar,RAPE,HIGH,2001,NIGHT,1,synthetic
25.153922,85.077089,Sheikhpura,Bihar,RAPE,HIGH,2001,NIGHT,1,synthetic
25.179364,85.001205,Sheikhpura,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,MORNING,1,synthetic
25.089066,85.26135,Sheohar,Bihar,RAPE,HIGH,2001,NIGHT,1,synthetic
25.050118,85.449985,Siwan,Bihar,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
24.949397,85.521819,Siwan,Bihar,DOWRY_DEATH,HIGH,2001,AFTERNOON,1,synthetic
25.085561,85.45463,Siwan,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2001,NIGHT,1,synthetic
25.001947,85.415813,Supaul,Bihar,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
24.802148,85.452242,Total,Bihar,DOWRY_DEATH,HIGH,2001,EVENING,1,synthetic
24.794594,85.472907,Total,Bihar,IMPORTATION_OF_GIRLS,CRITICAL,2001,AFTERNOON,1,synthetic
20.909287,81.621748,Balrampur,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
22.021983,82.235809,Bilaspur,Chhattisgarh,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
21.270873,81.547739,Grp Raipur,Chhattisgarh,ASSAULT_ON_WOMEN,MEDIUM,2001,NIGHT,1,synthetic
21.389981,81.585273,Grp Raipur,Chhattisgarh,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
21.180867,81.568352,Grp Raipur,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
21.223416,81.690769,Jagdalpur,Chhattisgarh,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
21.078603,82.013085,Janjgir,Chhattisgarh,RAPE,HIGH,2001,NIGHT,1,synthetic
21.092244,82.177717,Janjgir,Chhattisgarh,INSULT_TO_MODESTY,MEDIUM,2001,AFTERNOON,1,synthetic
21.054931,81.681112,Jashpur,Chhattisgarh,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
21.208757,81.664322,Jashpur,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
21.465973,81.589102,Kawardha,Chhattisgarh,INSULT_TO_MODESTY,MEDIUM,2001,NIGHT,1,synthetic
21.440441,82.006506,Korba,Chhattisgarh,DOWRY_DEATH,HIGH,2001,EVENING,1,synthetic
21.38981,81.747087,Koriya,Chhattisgarh,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
21.289664,81.789399,Koriya,Chhattisgarh,ASSAULT_ON_WOMEN,MEDIUM,2001,NIGHT,1,synthetic
21.519683,81.827992,Koriya,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2001,AFTERNOON,1,synthetic
21.317015,81.888238,Mahasamund,Chhattisgarh,RAPE,HIGH,2001,AFTERNOON,1,synthetic
21.385204,81.89255,Raigarh,Chhattisgarh,CRUELTY_BY_HUSBAND,MEDIUM,2001,MORNING,1,synthetic
21.183501,81.612772,Raipur,Chhattisgarh,RAPE,HIGH,2001,EVENING,1,synthetic
21.341868,81.766078,Raipur,Chhattisgarh,KIDNAPPING_ABDUCTION,HIGH,2001,AFTERNOON,1,synthetic
21.077278,82.058131,Rajnandgaon,Chhattisgarh,RAPE,HIGH,2001,NIGHT,1,synthetic
21.030613,81.935906,Rajnandgaon,Chhattisgarh,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
21.356673,82.036029,Total,Chhattisgarh,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
19.784508,79.600852,North Goa,Goa,INSULT_TO_MODESTY,MEDIUM,2001,NIGHT,1,synthetic
19.791353,79.529064,North Goa,Goa,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
19.608197,78.502394,Total,Goa,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
19.82956,78.467271,Total,Goa,INSULT_TO_MODESTY,MEDIUM,2001,NIGHT,1,synthetic
19.771819,78.635197,Total,Goa,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
22.778886,72.61551,Ahmedabad Commr.,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
23.026272,72.633124,Ahmedabad Commr.,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
22.985822,72.53097,Ahmedabad Rural,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
23.151738,72.528499,Ahmedabad Rural,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
22.271754,71.163787,Amreli,Gujarat,DOWRY_DEATH,HIGH,2001,EVENING,1,synthetic
22.559696,72.90617,Anand,Gujarat,INSULT_TO_MODESTY,MEDIUM,2001,AFTERNOON,1,synthetic
22.19841,70.937206,Bharuch,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2001,AFTERNOON,1,synthetic
22.263231,70.887361,Bharuch,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2001,AFTERNOON,1,synthetic
21.820384,72.115616,Bhavnagar,Gujarat,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
22.386864,71.011271,Dahod,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
22.475816,70.971346,Dahod,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
22.461293,71.056785,Dahod,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
22.506028,70.953095,Dahod,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2001,MORNING,1,synthetic
23.284362,72.645315,Gandhinagar,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
23.248965,72.641895,Gandhinagar,Gujarat,DOWRY_DEATH,HIGH,2001,EVENING,1,synthetic
23.317042,72.754098,Gandhinagar,Gujarat,DOWRY_DEATH,HIGH,2001,EVENING,1,synthetic
22.049869,71.262139,Himatnagar,Gujarat,RAPE,HIGH,2001,NIGHT,1,synthetic
22.488026,70.037487,Jamnagar,Gujarat,INSULT_TO_MODESTY,MEDIUM,2001,MORNING,1,synthetic
22.423146,69.941607,Jamnagar,Gujarat,INSULT_TO_MODESTY,MEDIUM,2001,NIGHT,1,synthetic
22.264044,71.244741,Junagadh,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2001,MORNING,1,synthetic
22.054913,70.894285,Kheda North,Gujarat,RAPE,HIGH,2001,AFTERNOON,1,synthetic
22.161202,70.917695,Kheda North,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
22.121492,70.927008,Kheda North,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
22.096766,71.329407,Kutch,Gujarat,DOWRY_DEATH,HIGH,2001,EVENING,1,synthetic
22.078978,71.240361,Kutch,Gujarat,INSULT_TO_MODESTY,MEDIUM,2001,NIGHT,1,synthetic
22.086519,71.325949,Kutch,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
22.344985,71.189106,Mehsana,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2001,AFTERNOON,1,synthetic
22.342486,71.32315,Narmada,Gujarat,RAPE,HIGH,2001,MORNING,1,synthetic
22.353008,71.473619,Narmada,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2001,AFTERNOON,1,synthetic
22.401896,71.309016,Narmada,Gujarat,INSULT_TO_MODESTY,MEDIUM,2001,NIGHT,1,synthetic
22.423005,71.351935,Narmada,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
22.297863,71.08523,Palanpur,Gujarat,RAPE,HIGH,2001,NIGHT,1,synthetic
22.260255,71.214112,Palanpur,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2001,MORNING,1,synthetic
22.563185,71.209621,Panchmahal,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
21.90076,71.225503,Patan,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
22.048789,71.155024,Patan,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2001,NIGHT,1,synthetic
22.307649,70.675196,Rajkot Commr.,Gujarat,RAPE,HIGH,2001,EVENING,1,synthetic
22.339431,70.7252,Rajkot Rural,Gujarat,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
21.269078,72.771009,Surat Commr.,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
21.234519,72.910489,Surat Commr.,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
21.952525,71.106676,Surendranagar,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2001,NIGHT,1,synthetic
22.336359,73.27277,Vadodara Commr.,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
22.488615,73.236758,Vadodara Rural,Gujarat,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
22.332482,73.123694,Vadodara Rural,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2001,AFTERNOON,1,synthetic
22.474144,71.14212,W.Rly,Gujarat,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
28.506413,77.293548,Faridabad,Haryana,ASSAULT_ON_WOMEN,MEDIUM,2001,NIGHT,1,synthetic
28.498931,77.390221,Faridabad,Haryana,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
29.170261,75.821667,Fatehabad,Haryana,ASSAULT_ON_WOMEN,MEDIUM,2001,MORNING,1,synthetic
28.548906,76.93976,Gurgaon,Haryana,CRUELTY_BY_HUSBAND,MEDIUM,2001,EVENING,1,synthetic
29.495097,75.862309,Hissar,Haryana,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
28.815668,76.162056,Jhajjar,Haryana,RAPE,HIGH,2001,EVENING,1,synthetic
28.727957,76.059217,Jhajjar,Haryana,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
28.82784,76.238332,Jhajjar,Haryana,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
29.127692,75.845892,Jind,Haryana,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
29.022,76.064763,Jind,Haryana,CRUELTY_BY_HUSBAND,MEDIUM,2001,AFTERNOON,1,synthetic
29.232184,75.820587,Kaithal,Haryana,KIDNAPPING_ABDUCTION,HIGH,2001,AFTERNOON,1,synthetic
29.15596,75.957335,Kaithal,Haryana,DOWRY_DEATH,HIGH,2001,EVENING,1,synthetic
29.193278,75.853231,Kaithal,Haryana,ASSAULT_ON_WOMEN,MEDIUM,2001,MORNING,1,synthetic
28.917539,76.153116,Karnal,Haryana,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
28.717342,76.024286,Kurukshetra,Haryana,INSULT_TO_MODESTY,MEDIUM,2001,MORNING,1,synthetic
28.778683,76.095395,Kurukshetra,Haryana,INSULT_TO_MODESTY,MEDIUM,2001,AFTERNOON,1,synthetic
28.738717,75.743439,Mahendragarh,Haryana,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
28.873257,75.834996,Mahendragarh,Haryana,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
28.729316,75.830832,Mahendragarh,Haryana,ASSAULT_ON_WOMEN,MEDIUM,2001,AFTERNOON,1,synthetic
29.363834,76.996448,Panipat,Haryana,INSULT_TO_MODESTY,MEDIUM,2001,AFTERNOON,1,synthetic
24.572324,81.226974,Rewari,Haryana,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
24.782476,81.292371,Rewari,Haryana,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
28.868196,76.653184,Rohtak,Haryana,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
28.81507,76.555061,Rohtak,Haryana,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
29.200088,76.182813,Sonipat,Haryana,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
29.079154,76.04208,Yamunanagar,Haryana,CRUELTY_BY_HUSBAND,MEDIUM,2001,MORNING,1,synthetic
29.395046,76.423095,Total,Haryana,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
29.230567,76.241246,Total,Haryana,CRUELTY_BY_HUSBAND,MEDIUM,2001,MORNING,1,synthetic
22.18371,82.163702,Bilaspur,Himachal Pradesh,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
20.451918,79.315643,Chamba,Himachal Pradesh,RAPE,HIGH,2001,EVENING,1,synthetic
20.20977,79.358081,Chamba,Himachal Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2001,AFTERNOON,1,synthetic
20.625984,79.618243,Kangra,Himachal Pradesh,DOWRY_DEATH,HIGH,2001,EVENING,1,synthetic
19.928936,78.666946,Kinnaur,Himachal Pradesh,RAPE,HIGH,2001,NIGHT,1,synthetic
19.883514,78.749962,Kinnaur,Himachal Pradesh,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
20.797452,78.612217,Kullu,Himachal Pradesh,RAPE,HIGH,2001,NIGHT,1,synthetic
20.735904,78.04532,Shimla,Himachal Pradesh,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
20.862317,78.130355,Shimla,Himachal Pradesh,DOWRY_DEATH,HIGH,2001,NIGHT,1,synthetic
20.76075,78.005811,Shimla,Himachal Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2001,AFTERNOON,1,synthetic
20.86348,78.780654,Una,Himachal Pradesh,RAPE,HIGH,2001,MORNING,1,synthetic
19.677999,79.224647,Total,Himachal Pradesh,ASSAULT_ON_WOMEN,MEDIUM,2001,EVENING,1,synthetic
20.966664,79.303378,Anantnag,Jammu & Kashmir,INSULT_TO_MODESTY,MEDIUM,2001,AFTERNOON,1,synthetic
21.345057,78.38677,Awantipora,Jammu & Kashmir,KIDNAPPING_ABDUCTION,HIGH,2001,NIGHT,1,synthetic
20.104458,79.151486,Baramulla,Jammu & Kashmir,ASSAULT_ON_WOMEN,MEDIUM,2001,NIGHT,1,synthetic
20.911251,77.913403,Border,Jammu & Kashmir,KIDNAPPING_ABDUCTION,HIGH,2001,MORNING,1,synthetic
21.153678,78.029428,Border,Jammu & Kashmir,KIDNAPPING_ABDUCTION,HIGH,2001,EVENING,1,synthetic
21.010008,77.844063,Border,Jammu & Kashmir,CRUELTY_BY_HUSBAND,MEDIUM,2001,NIGHT,1,synthetic
20.869927,79.430887,Budgam,Jammu & Kashmir,RAPE,HIGH,2001,NIGHT,1,synthetic
